Name,Version,Status,Lint command,Lint status,Lint duration,Lint output,Dry with Coq command,Dry with Coq status,Dry with Coq duration,Dry with Coq output,Dry without Coq command,Dry without Coq status,Dry without Coq duration,Dry without Coq output,Deps command,Deps status,Deps duration,Deps output,Package command,Package status,Package duration,Package output,Uninstall command,Uninstall status,Uninstall duration,Uninstall output,Missing removes,Mistake removes
coq:contrib:mod-red,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:mod-red/coq:contrib:mod-red.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:mod-red,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:mod-red/coq:contrib:mod-red.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:multiplier,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:multiplier/coq:contrib:multiplier.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:multiplier,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:multiplier/coq:contrib:multiplier.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:mutual-exclusion,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:mutual-exclusion/coq:contrib:mutual-exclusion.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:mutual-exclusion,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:mutual-exclusion/coq:contrib:mutual-exclusion.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:nfix,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:nfix/coq:contrib:nfix.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:nfix,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:nfix/coq:contrib:nfix.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:orb-stab,8.4.dev,Error,ruby lint.rb unstable ../unstable/packages/coq:contrib:orb-stab/coq:contrib:orb-stab.8.4.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:orb-stab.8.4.dev coq.8.4.5,0,1,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following actions will be performed:
 - install   coq:contrib:orb-stab.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:orb-stab.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:orb-stab.8.4.dev.
",true,0,0,"",opam install -y --deps-only coq:contrib:orb-stab.8.4.dev,0,2,"",opam install -y --verbose coq:contrib:orb-stab.8.4.dev,1024,2,"The following actions will be performed:
 - install   coq:contrib:orb-stab.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:orb-stab] Fetching git://clarus.io/orb-stab#v8.4
Initialized empty Git repository in /home/bench/.opam/packages.dev/coq:contrib:orb-stab.8.4.dev/.git/
[master (root-commit) bab9813] opam-git-init
warning: no common commits
From git://clarus.io/orb-stab
 * [new branch]      v8.4       -> opam-ref
 * [new branch]      v8.4       -> origin/v8.4
COPYING
COPYING.LESSER
Make
Makefile
bench.log
description
orbstab.v
HEAD is now at f6650fa Sauvegarde des bench.log

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:orb-stab.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Warning: in option -R, ../../Nijmegen/LinAlg is not a subdirectory of the current directory
Warning: install rule assumes that -R . _ is the only -R optionWarning: -R options don't have a correct common prefix,
 install-doc will put anything in $INSTALLDEFAULTROOT
""coqdep"" -c -slash -R ../../Nijmegen/LinAlg LinAlg -R ../../Sophia-Antipolis/Algebra Algebra -R . OrbStab ""orbstab.v"" > ""orbstab.v.d"" || ( RV=$?; rm -f ""orbstab.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../../Nijmegen/LinAlg"": No such file or directory
""coqc""  -q  -R ../../Nijmegen/LinAlg LinAlg -R ../../Sophia-Antipolis/Algebra Algebra -R . OrbStab   orbstab
Warning: Cannot open ../../Nijmegen/LinAlg
Warning: Cannot open ../../Sophia-Antipolis/Algebra
File ""/home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev/orbstab.v"", line 21, characters 0-26:
Error: Cannot find library Group_util in loadpath
Makefile:202: recipe for target 'orbstab.vo' failed
make: *** [orbstab.vo] Error 1
[ERROR] The compilation of coq:contrib:orb-stab.8.4.dev failed.
Removing coq:contrib:orb-stab.8.4.dev.
  rm -R /home/bench/.opam/system/lib/coq/user-contrib/orb-stab
rm: cannot remove '/home/bench/.opam/system/lib/coq/user-contrib/orb-stab': No such file or directory


#=== ERROR while installing coq:contrib:orb-stab.8.4.dev ======================#
# opam-version         1.2.0
# os                   linux
# command              make -j4
# path                 /home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev
# compiler             system (4.02.1)
# exit-code            2
# env-file             /home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev/coq:contrib:orb-stab-18985-d2c37b.env
# stdout-file          /home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev/coq:contrib:orb-stab-18985-d2c37b.out
# stderr-file          /home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev/coq:contrib:orb-stab-18985-d2c37b.err
### stdout ###
# ""coqdep"" -c -slash -R ../../Nijmegen/LinAlg LinAlg -R ../../Sophia-Antipolis/Algebra Algebra -R . OrbStab ""orbstab.v"" > ""orbstab.v.d"" || ( RV=$?; rm -f ""orbstab.v.d""; exit ${RV} )
# ""coqc""  -q  -R ../../Nijmegen/LinAlg LinAlg -R ../../Sophia-Antipolis/Algebra Algebra -R . OrbStab   orbstab
# File ""/home/bench/.opam/system/build/coq:contrib:orb-stab.8.4.dev/orbstab.v"", line 21, characters 0-26:
# Error: Cannot find library Group_util in loadpath
# Makefile:202: recipe for target 'orbstab.vo' failed
### stderr ###
# Warning: in option -R, ../../Nijmegen/LinAlg is not a subdirectory of the current directory
# Warning: install rule assumes that -R . _ is the only -R optionWarning: -R options don't have a correct common prefix,
#  install-doc will put anything in $INSTALLDEFAULTROOT
# coqdep: ""opendir"" failed on ""../../Nijmegen/LinAlg"": No such file or directory
# Warning: Cannot open ../../Nijmegen/LinAlg
# Warning: Cannot open ../../Sophia-Antipolis/Algebra
# make: *** [orbstab.vo] Error 1

'opam install -y --verbose coq:contrib:orb-stab.8.4.dev' failed.
",true,0,0,"","",""
coq:contrib:orb-stab,dev,NotCompatible,ruby lint.rb unstable ../unstable/packages/coq:contrib:orb-stab/coq:contrib:orb-stab.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:orb-stab.dev coq.8.4.5,768,0,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following dependencies couldn't be met:
  - coq:contrib:orb-stab -> coq = dev
Your request can't be satisfied:
  - Conflicting version constraints for coq

No solution found, exiting
",opam remove -y coq; opam install -y --dry-run coq:contrib:orb-stab.dev,0,3,"The following actions will be performed:
 - remove    coq.8.4.5
=== 1 to remove ===

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq.8.4.5.
[WARNING] Directory /home/bench/.opam/system/lib/coq is not empty, not removing
[WARNING] Directory /home/bench/.opam/system/share/coq is not empty, not removing
The following actions will be performed:
 - install   coq.dev                               [required by coq:contrib:orb-stab]
 - install   coq:contrib:orb-stab.dev
=== 2 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq.dev:
  ./configure -configdir /home/bench/.opam/system/lib/coq/config -mandir /home/bench/.opam/system/man -docdir /home/bench/.opam/system/doc -prefix /home/bench/.opam/system -usecamlp5 -camlp5dir /home/bench/.opam/system/lib/camlp5 -coqide no -no-native-compiler
  make -j4
  make install
Installing coq.dev.
Building coq:contrib:orb-stab.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:orb-stab.dev.
",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:otway-rees,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:otway-rees/coq:contrib:otway-rees.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:otway-rees,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:otway-rees/coq:contrib:otway-rees.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:paco,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:paco/coq:contrib:paco.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:paco,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:paco/coq:contrib:paco.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:paradoxes,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:paradoxes/coq:contrib:paradoxes.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:paradoxes,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:paradoxes/coq:contrib:paradoxes.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:param-pi,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:param-pi/coq:contrib:param-pi.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:param-pi,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:param-pi/coq:contrib:param-pi.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pautomata,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pautomata/coq:contrib:pautomata.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pautomata,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pautomata/coq:contrib:pautomata.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:persistent-union-find,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:persistent-union-find/coq:contrib:persistent-union-find.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:persistent-union-find,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:persistent-union-find/coq:contrib:persistent-union-find.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pi-calc,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pi-calc/coq:contrib:pi-calc.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pi-calc,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pi-calc/coq:contrib:pi-calc.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pocklington,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pocklington/coq:contrib:pocklington.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pocklington,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pocklington/coq:contrib:pocklington.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:presburger,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:presburger/coq:contrib:presburger.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:presburger,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:presburger/coq:contrib:presburger.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:prfx,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:prfx/coq:contrib:prfx.8.4.dev,256,0,"You should specify the license to make your package public, if possible an open-source one. For example:
license: ""MIT""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:prfx,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:prfx/coq:contrib:prfx.dev,256,0,"You should specify the license to make your package public, if possible an open-source one. For example:
license: ""MIT""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:projective-geometry,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:projective-geometry/coq:contrib:projective-geometry.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:projective-geometry,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:projective-geometry/coq:contrib:projective-geometry.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pts,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pts/coq:contrib:pts.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:pts,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:pts/coq:contrib:pts.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:ptsatr,8.4.dev,UninstallError,ruby lint.rb unstable ../unstable/packages/coq:contrib:ptsatr/coq:contrib:ptsatr.8.4.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:ptsatr.8.4.dev coq.8.4.5,0,1,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following actions will be performed:
 - install   coq:contrib:ptsatr.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:ptsatr.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:ptsatr.8.4.dev.
",true,0,0,"",opam install -y --deps-only coq:contrib:ptsatr.8.4.dev,0,2,"",opam install -y --verbose coq:contrib:ptsatr.8.4.dev,0,29,"The following actions will be performed:
 - install   coq:contrib:ptsatr.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:ptsatr] Fetching git://clarus.io/ptsatr#v8.4
Initialized empty Git repository in /home/bench/.opam/packages.dev/coq:contrib:ptsatr.8.4.dev/.git/
[master (root-commit) 63b4c9c] opam-git-init
warning: no common commits
From git://clarus.io/ptsatr
 * [new branch]      v8.4       -> opam-ref
 * [new branch]      v8.4       -> origin/v8.4
Make
Makefile
README
base.v
counter_ex.v
description
env.v
final_result.v
glue.v
red.v
strip.v
term.v
typ_annot.v
ut_env.v
ut_red.v
ut_sr.v
ut_strengh.v
ut_term.v
ut_typ.v
ut_typ_eq.v
ut_typ_eq_inj.v
HEAD is now at 0a75416 v8.4: Updating PTSATR with last official version of Vincent Siles.

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:ptsatr.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
""coqdep"" -c -slash -R . PTSATR ""base.v"" > ""base.v.d"" || ( RV=$?; rm -f ""base.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_term.v"" > ""ut_term.v.d"" || ( RV=$?; rm -f ""ut_term.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_env.v"" > ""ut_env.v.d"" || ( RV=$?; rm -f ""ut_env.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_red.v"" > ""ut_red.v.d"" || ( RV=$?; rm -f ""ut_red.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_typ.v"" > ""ut_typ.v.d"" || ( RV=$?; rm -f ""ut_typ.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_sr.v"" > ""ut_sr.v.d"" || ( RV=$?; rm -f ""ut_sr.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_typ_eq.v"" > ""ut_typ_eq.v.d"" || ( RV=$?; rm -f ""ut_typ_eq.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_strengh.v"" > ""ut_strengh.v.d"" || ( RV=$?; rm -f ""ut_strengh.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""term.v"" > ""term.v.d"" || ( RV=$?; rm -f ""term.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""env.v"" > ""env.v.d"" || ( RV=$?; rm -f ""env.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""red.v"" > ""red.v.d"" || ( RV=$?; rm -f ""red.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""strip.v"" > ""strip.v.d"" || ( RV=$?; rm -f ""strip.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""typ_annot.v"" > ""typ_annot.v.d"" || ( RV=$?; rm -f ""typ_annot.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""glue.v"" > ""glue.v.d"" || ( RV=$?; rm -f ""glue.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""final_result.v"" > ""final_result.v.d"" || ( RV=$?; rm -f ""final_result.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""counter_ex.v"" > ""counter_ex.v.d"" || ( RV=$?; rm -f ""counter_ex.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . PTSATR ""ut_typ_eq_inj.v"" > ""ut_typ_eq_inj.v.d"" || ( RV=$?; rm -f ""ut_typ_eq_inj.v.d""; exit ${RV} )
""coqc""  -q  -R . PTSATR   base
""coqc""  -q  -R . PTSATR   ut_term
""coqc""  -q  -R . PTSATR   term
Identifier 'Π' now a keyword
Identifier 'Π' now a keyword
Identifier 'λ' now a keyword
Identifier 'λ' now a keyword
""coqc""  -q  -R . PTSATR   ut_red
""coqc""  -q  -R . PTSATR   ut_env
""coqc""  -q  -R . PTSATR   red
""coqc""  -q  -R . PTSATR   env
""coqc""  -q  -R . PTSATR   typ_annot
""coqc""  -q  -R . PTSATR   ut_typ
""coqc""  -q  -R . PTSATR   strip
""coqc""  -q  -R . PTSATR   ut_sr
""coqc""  -q  -R . PTSATR   ut_typ_eq
""coqc""  -q  -R . PTSATR   ut_strengh
""coqc""  -q  -R . PTSATR   glue
""coqc""  -q  -R . PTSATR   final_result
Axioms:
Ax : Sorts -> Sorts -> Prop
Rel : Sorts -> Sorts -> Sorts -> Prop
Sorts : Set
""coqc""  -q  -R . PTSATR   ut_typ_eq_inj
""coqc""  -q  -R . PTSATR   counter_ex
for i in ut_typ_eq_inj.vo counter_ex.vo final_result.vo glue.vo typ_annot.vo strip.vo red.vo env.vo term.vo ut_strengh.vo ut_typ_eq.vo ut_sr.vo ut_typ.vo ut_red.vo ut_env.vo ut_term.vo base.vo; do \
 install -d `dirname ""/home/bench/.opam/system/lib/coq/user-contrib""/PTSATR/$i`; \
 install -m 0644 $i ""/home/bench/.opam/system/lib/coq/user-contrib""/PTSATR/$i; \
done
Installing coq:contrib:ptsatr.8.4.dev.
",opam remove -y coq:contrib:ptsatr.8.4.dev,0,1,"The following actions will be performed:
 - remove    coq:contrib:ptsatr.8.4.dev
=== 1 to remove ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:ptsatr] Fetching git://clarus.io/ptsatr#v8.4

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq:contrib:ptsatr.8.4.dev.
  rm -R /home/bench/.opam/system/lib/coq/user-contrib/ptsatr
[WARNING] failure in package uninstall script, some files may remain:
# opam-version         1.2.0
# os                   linux
# command              rm -R /home/bench/.opam/system/lib/coq/user-contrib/ptsatr
# path                 /home/bench/.opam/system/build/coq:contrib:ptsatr.8.4.dev
# compiler             system (4.02.1)
# exit-code            1
# env-file             /home/bench/.opam/system/build/coq:contrib:ptsatr.8.4.dev/coq:contrib:ptsatr-20302-1872ec.env
# stdout-file          /home/bench/.opam/system/build/coq:contrib:ptsatr.8.4.dev/coq:contrib:ptsatr-20302-1872ec.out
# stderr-file          /home/bench/.opam/system/build/coq:contrib:ptsatr.8.4.dev/coq:contrib:ptsatr-20302-1872ec.err
### stderr ###
# rm: cannot remove '/home/bench/.opam/system/lib/coq/user-contrib/ptsatr': No such file or directory

","/home/bench/.opam/system/lib/coq/user-contrib/PTSATR
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/term.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_term.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/typ_annot.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_typ_eq.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/strip.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_strengh.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/final_result.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/base.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/counter_ex.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_env.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/env.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_sr.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_typ.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/red.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_typ_eq_inj.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/glue.vo
/home/bench/.opam/system/lib/coq/user-contrib/PTSATR/ut_red.vo",""
coq:contrib:ptsatr,dev,NotCompatible,ruby lint.rb unstable ../unstable/packages/coq:contrib:ptsatr/coq:contrib:ptsatr.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:ptsatr.dev coq.8.4.5,768,0,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following dependencies couldn't be met:
  - coq:contrib:ptsatr -> coq = dev
Your request can't be satisfied:
  - Conflicting version constraints for coq

No solution found, exiting
",opam remove -y coq; opam install -y --dry-run coq:contrib:ptsatr.dev,0,3,"The following actions will be performed:
 - remove    coq.8.4.5
=== 1 to remove ===

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq.8.4.5.
[WARNING] Directory /home/bench/.opam/system/lib/coq is not empty, not removing
[WARNING] Directory /home/bench/.opam/system/share/coq is not empty, not removing
The following actions will be performed:
 - install   coq.dev                               [required by coq:contrib:ptsatr]
 - install   coq:contrib:ptsatr.dev
=== 2 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq.dev:
  ./configure -configdir /home/bench/.opam/system/lib/coq/config -mandir /home/bench/.opam/system/man -docdir /home/bench/.opam/system/doc -prefix /home/bench/.opam/system -usecamlp5 -camlp5dir /home/bench/.opam/system/lib/camlp5 -coqide no -no-native-compiler
  make -j4
  make install
Installing coq.dev.
Building coq:contrib:ptsatr.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:ptsatr.dev.
",true,0,0,"",true,0,0,"",true,0,0,"","",""
